EMAIL_ID,DEALER_ID,CUSTOMER_ID,CALL_ID,TO_EMAIL,FROM_EMAIL,SUBJECT,STATUS,OPENED_AT,SENT_AT,CREATED_AT
EML02473,DLR001,CUS00495,CALL002236,kevin.lee494@gmail.com,service@sunshinetoyota.com,Exclusive Offer: Save on Your Next Service at Sunshine Toyota,bounced,,2024-01-03 15:00:00,2024-01-03 15:00:00
EML02474,DLR004,CUS01300,,melissa.jones1299@gmail.com,service@gulfcoastchevrolet.com,Service Reminder: 2022 Toyota Brake Inspection,delivered,,2024-01-19 10:00:00,2024-01-19 10:00:00
EML02475,DLR001,CUS01466,,amber.white1465@gmail.com,service@sunshinetoyota.com,Your 2021 Honda is Due for Service - Schedule Today,delivered,,2024-01-26 16:00:00,2024-01-26 16:00:00
EML02476,DLR003,CUS00144,,brittany.moore143@gmail.com,service@lakelandford.com,Recall Notice: Important Safety Information for Your 2019 Ford,delivered,,2024-01-06 09:00:00,2024-01-06 09:00:00
EML02477,DLR003,CUS01436,,amber.white1435@gmail.com,service@lakelandford.com,Your 2020 BMW is Due for Service - Schedule Today,opened,,2024-01-16 15:00:00,2024-01-16 15:00:00
EML02478,DLR003,CUS00061,CALL006816,james.davis60@gmail.com,service@lakelandford.com,Exclusive Offer: Save on Your Next Service at Lakeland Ford,delivered,,2024-01-23 11:00:00,2024-01-23 11:00:00
EML02479,DLR004,CUS00929,,steven.johnson928@gmail.com,service@gulfcoastchevrolet.com,Recall Notice: Important Safety Information for Your 2019 BMW,opened,2024-01-07 21:00:00,2024-01-06 16:00:00,2024-01-06 16:00:00
EML02480,DLR005,CUS00182,,maria.lopez181@gmail.com,service@coastalbmw.com,Thank You for Visiting Coastal BMW,delivered,,2024-01-02 17:00:00,2024-01-02 17:00:00
EML02481,DLR002,CUS00825,,kevin.lee824@gmail.com,service@bayareahonda.com,Service Reminder: 2021 Honda Brake Inspection,bounced,,2024-01-15 11:00:00,2024-01-15 11:00:00
EML02482,DLR001,CUS00608,CALL013835,jessica.robinson607@gmail.com,service@sunshinetoyota.com,Your 2022 Honda is Due for Service - Schedule Today,opened,,2024-01-07 16:00:00,2024-01-07 16:00:00
EML02483,DLR005,CUS01524,CALL011961,brittany.moore1523@gmail.com,service@coastalbmw.com,Your Service Appointment Confirmation - Coastal BMW,delivered,,2024-01-02 11:00:00,2024-01-02 11:00:00
EML02484,DLR005,CUS00346,CALL014126,amanda.white345@gmail.com,service@coastalbmw.com,Lease Maturity Notice - Your Options Await,delivered,,2024-01-08 19:00:00,2024-01-08 19:00:00
EML02485,DLR002,CUS00016,,amanda.white15@gmail.com,service@bayareahonda.com,Your Service Appointment Confirmation - Bay Area Honda,opened,,2024-01-02 16:00:00,2024-01-02 16:00:00
EML02486,DLR004,CUS00355,,anthony.lee354@gmail.com,service@gulfcoastchevrolet.com,Your 2020 Toyota is Due for Service - Schedule Today,opened,,2024-01-07 11:00:00,2024-01-07 11:00:00
EML02487,DLR001,CUS00518,CALL000143,jessica.robinson517@gmail.com,service@sunshinetoyota.com,Lease Maturity Notice - Your Options Await,delivered,,2024-01-23 08:00:00,2024-01-23 08:00:00
EML02488,DLR001,CUS00076,CALL012691,amanda.white75@gmail.com,service@sunshinetoyota.com,Thank You for Visiting Sunshine Toyota,delivered,,2024-01-06 09:00:00,2024-01-06 09:00:00
EML02489,DLR003,CUS00455,CALL009499,robert.lee454@gmail.com,service@lakelandford.com,Recall Notice: Important Safety Information for Your 2020 Chevrolet,delivered,,2024-01-22 13:00:00,2024-01-22 13:00:00
EML02490,DLR002,CUS01113,,david.anderson1112@gmail.com,service@bayareahonda.com,Lease Maturity Notice - Your Options Await,bounced,,2024-01-05 20:00:00,2024-01-05 20:00:00
EML02491,DLR003,CUS01720,,melissa.jones1719@gmail.com,service@lakelandford.com,Your Service Appointment Confirmation - Lakeland Ford,delivered,,2024-01-18 16:00:00,2024-01-18 16:00:00
EML02492,DLR004,CUS00061,CALL005323,james.davis60@gmail.com,service@gulfcoastchevrolet.com,Service Reminder: 2021 Honda Brake Inspection,delivered,,2024-01-13 20:00:00,2024-01-13 20:00:00
EML02493,DLR004,CUS01926,,jennifer.white1925@gmail.com,service@gulfcoastchevrolet.com,CSI Survey - Tell Us About Your Recent Visit to Gulf Coast Chevrolet,opened,,2024-01-14 20:00:00,2024-01-14 20:00:00
EML02494,DLR004,CUS00113,,daniel.anderson112@gmail.com,service@gulfcoastchevrolet.com,Your Service Appointment Confirmation - Gulf Coast Chevrolet,opened,,2024-01-25 14:00:00,2024-01-25 14:00:00
EML02495,DLR005,CUS01867,,michael.clark1866@gmail.com,service@coastalbmw.com,Recall Notice: Important Safety Information for Your 2021 Honda,bounced,2024-01-22 03:00:00,2024-01-21 15:00:00,2024-01-21 15:00:00
EML02496,DLR001,CUS01546,,amanda.white1545@gmail.com,service@sunshinetoyota.com,Your 2022 Chevrolet is Due for Service - Schedule Today,delivered,,2024-01-24 18:00:00,2024-01-24 18:00:00
EML02497,DLR004,CUS00392,CALL005502,maria.lopez391@gmail.com,service@gulfcoastchevrolet.com,Exclusive Offer: Save on Your Next Service at Gulf Coast Chevrolet,delivered,2024-01-28 14:00:00,2024-01-26 17:00:00,2024-01-26 17:00:00
EML02498,DLR001,CUS00148,CALL005041,danielle.robinson147@gmail.com,service@sunshinetoyota.com,Your 2020 Chevrolet is Due for Service - Schedule Today,delivered,,2024-01-10 09:00:00,2024-01-10 09:00:00
EML02499,DLR003,CUS01460,,heather.jones1459@gmail.com,service@lakelandford.com,Lease Maturity Notice - Your Options Await,bounced,2024-01-02 22:00:00,2024-01-01 10:00:00,2024-01-01 10:00:00
EML02500,DLR003,CUS00416,CALL010336,amber.white415@gmail.com,service@lakelandford.com,Thank You for Visiting Lakeland Ford,delivered,,2024-01-09 10:00:00,2024-01-09 10:00:00
EML02501,DLR002,CUS00705,CALL012967,kevin.lee704@gmail.com,service@bayareahonda.com,Service Reminder: 2019 BMW Transmission Service,opened,,2024-01-26 20:00:00,2024-01-26 20:00:00
EML02502,DLR005,CUS01508,,jessica.robinson1507@gmail.com,service@coastalbmw.com,Service Reminder: 2022 Toyota Wheel Alignment,opened,,2024-01-25 16:00:00,2024-01-25 16:00:00
EML02503,DLR001,CUS00682,,lauren.lopez681@gmail.com,service@sunshinetoyota.com,Thank You for Visiting Sunshine Toyota,opened,2024-01-23 07:00:00,2024-01-21 19:00:00,2024-01-21 19:00:00
EML02504,DLR004,CUS01809,,william.johnson1808@gmail.com,service@gulfcoastchevrolet.com,Your Service Appointment Confirmation - Gulf Coast Chevrolet,delivered,,2024-01-29 13:00:00,2024-01-29 13:00:00
EML02505,DLR001,CUS01036,CALL008307,amanda.white1035@gmail.com,service@sunshinetoyota.com,Service Reminder: 2019 Toyota Tire Purchase,opened,2024-01-06 06:00:00,2024-01-04 08:00:00,2024-01-04 08:00:00
EML02506,DLR004,CUS01824,CALL007751,brittany.moore1823@gmail.com,service@gulfcoastchevrolet.com,Recall Notice: Important Safety Information for Your 2019 Toyota,delivered,,2024-01-26 15:00:00,2024-01-26 15:00:00
EML02507,DLR004,CUS00026,,amber.white25@gmail.com,service@gulfcoastchevrolet.com,Your 2022 Toyota is Due for Service - Schedule Today,bounced,2024-01-23 18:00:00,2024-01-22 16:00:00,2024-01-22 16:00:00
EML02508,DLR003,CUS00407,,brian.clark406@gmail.com,service@lakelandford.com,Thank You for Visiting Lakeland Ford,opened,,2024-01-26 16:00:00,2024-01-26 16:00:00
EML02509,DLR001,CUS00551,,carlos.davis550@gmail.com,service@sunshinetoyota.com,Lease Maturity Notice - Your Options Await,delivered,2024-01-22 23:00:00,2024-01-22 13:00:00,2024-01-22 13:00:00
EML02510,DLR005,CUS01673,CALL009967,daniel.anderson1672@gmail.com,service@coastalbmw.com,Lease Maturity Notice - Your Options Await,opened,,2024-01-21 20:00:00,2024-01-21 20:00:00
EML02511,DLR003,CUS00673,,luis.anderson672@gmail.com,service@lakelandford.com,Your 2022 Ford is Due for Service - Schedule Today,delivered,,2024-01-22 15:00:00,2024-01-22 15:00:00
EML02512,DLR004,CUS01431,,eric.davis1430@gmail.com,service@gulfcoastchevrolet.com,Your 2019 BMW is Due for Service - Schedule Today,delivered,,2024-01-03 12:00:00,2024-01-03 12:00:00
EML02513,DLR001,CUS00934,,ashley.moore933@gmail.com,service@sunshinetoyota.com,Thank You for Visiting Sunshine Toyota,delivered,,2024-01-18 13:00:00,2024-01-18 13:00:00
EML02514,DLR004,CUS01713,,david.anderson1712@gmail.com,service@gulfcoastchevrolet.com,Service Reminder: 2021 Honda Cabin Filter Replacement,opened,,2024-01-27 14:00:00,2024-01-27 14:00:00
EML02515,DLR001,CUS00641,CALL010770,carlos.davis640@gmail.com,service@sunshinetoyota.com,Your Service Appointment Confirmation - Sunshine Toyota,opened,,2024-01-03 12:00:00,2024-01-03 12:00:00
EML02516,DLR003,CUS00167,,brian.clark166@gmail.com,service@lakelandford.com,Lease Maturity Notice - Your Options Await,opened,2024-01-21 12:00:00,2024-01-20 09:00:00,2024-01-20 09:00:00
EML02517,DLR002,CUS01082,,maria.lopez1081@gmail.com,service@bayareahonda.com,CSI Survey - Tell Us About Your Recent Visit to Bay Area Honda,delivered,,2024-01-19 19:00:00,2024-01-19 19:00:00
EML02518,DLR004,CUS00420,,crystal.jones419@gmail.com,service@gulfcoastchevrolet.com,Thank You for Visiting Gulf Coast Chevrolet,bounced,,2024-01-30 18:00:00,2024-01-30 18:00:00
EML02519,DLR003,CUS00251,CALL002548,carlos.davis250@gmail.com,service@lakelandford.com,Service Reminder: 2019 Chevrolet Air Filter Replacement,opened,,2024-01-10 11:00:00,2024-01-10 11:00:00
EML02520,DLR002,CUS01122,,stephanie.lopez1121@gmail.com,service@bayareahonda.com,Your Service Appointment Confirmation - Bay Area Honda,delivered,,2024-01-15 15:00:00,2024-01-15 15:00:00
EML02521,DLR005,CUS01193,CALL001458,daniel.anderson1192@gmail.com,service@coastalbmw.com,Your Service Appointment Confirmation - Coastal BMW,delivered,2024-02-01 06:00:00,2024-01-30 14:00:00,2024-01-30 14:00:00
EML02522,DLR005,CUS01392,,stephanie.lopez1391@gmail.com,service@coastalbmw.com,Exclusive Offer: Save on Your Next Service at Coastal BMW,bounced,,2024-01-14 14:00:00,2024-01-14 14:00:00
EML02523,DLR004,CUS01119,,william.johnson1118@gmail.com,service@gulfcoastchevrolet.com,Your 2022 Honda is Due for Service - Schedule Today,bounced,,2024-01-14 08:00:00,2024-01-14 08:00:00
EML02524,DLR001,CUS01229,CALL000114,steven.johnson1228@gmail.com,service@sunshinetoyota.com,CSI Survey - Tell Us About Your Recent Visit to Sunshine Toyota,opened,2024-01-21 00:00:00,2024-01-20 20:00:00,2024-01-20 20:00:00
EML02525,DLR005,CUS00602,CALL003670,maria.lopez601@gmail.com,service@coastalbmw.com,Your Service Appointment Confirmation - Coastal BMW,bounced,2024-01-27 01:00:00,2024-01-25 18:00:00,2024-01-25 18:00:00
EML02526,DLR002,CUS00653,CALL009195,daniel.anderson652@gmail.com,service@bayareahonda.com,Lease Maturity Notice - Your Options Await,delivered,,2024-01-19 11:00:00,2024-01-19 11:00:00
EML02527,DLR005,CUS00258,,rachel.robinson257@gmail.com,service@coastalbmw.com,Service Reminder: 2021 Ford Recall Repair,opened,,2024-01-24 11:00:00,2024-01-24 11:00:00
EML02528,DLR003,CUS01564,CALL002581,ashley.moore1563@gmail.com,service@lakelandford.com,Service Reminder: 2021 Ford Fuel System Service,delivered,,2024-01-10 12:00:00,2024-01-10 12:00:00
EML02529,DLR004,CUS00704,CALL013233,nicole.moore703@gmail.com,service@gulfcoastchevrolet.com,Thank You for Visiting Gulf Coast Chevrolet,delivered,,2024-01-12 09:00:00,2024-01-12 09:00:00
EML02530,DLR005,CUS01403,CALL013160,daniel.anderson1402@gmail.com,service@coastalbmw.com,Your 2019 Honda is Due for Service - Schedule Today,delivered,,2024-01-03 09:00:00,2024-01-03 09:00:00
EML02531,DLR003,CUS01971,,eric.davis1970@gmail.com,service@lakelandford.com,Thank You for Visiting Lakeland Ford,delivered,,2024-01-05 17:00:00,2024-01-05 17:00:00
EML02532,DLR003,CUS00665,,robert.lee664@gmail.com,service@lakelandford.com,CSI Survey - Tell Us About Your Recent Visit to Lakeland Ford,opened,,2024-01-09 16:00:00,2024-01-09 16:00:00
EML02533,DLR002,CUS01038,CALL010405,rachel.robinson1037@gmail.com,service@bayareahonda.com,Your Service Appointment Confirmation - Bay Area Honda,opened,2024-01-28 22:00:00,2024-01-28 15:00:00,2024-01-28 15:00:00
EML02534,DLR004,CUS01481,CALL005510,carlos.davis1480@gmail.com,service@gulfcoastchevrolet.com,Thank You for Visiting Gulf Coast Chevrolet,delivered,,2024-01-01 08:00:00,2024-01-01 08:00:00
EML02535,DLR002,CUS01537,,michael.clark1536@gmail.com,service@bayareahonda.com,Your Service Appointment Confirmation - Bay Area Honda,delivered,,2024-01-06 16:00:00,2024-01-06 16:00:00
EML02536,DLR002,CUS00029,,steven.johnson28@gmail.com,service@bayareahonda.com,Service Reminder: 2022 Chevrolet Air Filter Replacement,unsubscribed,2024-01-27 07:00:00,2024-01-25 20:00:00,2024-01-25 20:00:00
EML02537,DLR001,CUS00300,,crystal.jones299@gmail.com,service@sunshinetoyota.com,Thank You for Visiting Sunshine Toyota,opened,2024-01-24 11:00:00,2024-01-23 18:00:00,2024-01-23 18:00:00
EML02538,DLR004,CUS00470,CALL008534,heather.jones469@gmail.com,service@gulfcoastchevrolet.com,Exclusive Offer: Save on Your Next Service at Gulf Coast Chevrolet,delivered,,2024-01-17 12:00:00,2024-01-17 12:00:00
EML02539,DLR001,CUS00514,CALL007746,ashley.moore513@gmail.com,service@sunshinetoyota.com,Service Reminder: 2020 Toyota Air Filter Replacement,delivered,,2024-01-23 10:00:00,2024-01-23 10:00:00
EML02540,DLR001,CUS00623,CALL002261,daniel.anderson622@gmail.com,service@sunshinetoyota.com,Lease Maturity Notice - Your Options Await,delivered,,2024-01-02 10:00:00,2024-01-02 10:00:00
EML02541,DLR002,CUS00702,,stephanie.lopez701@gmail.com,service@bayareahonda.com,Thank You for Visiting Bay Area Honda,delivered,2024-01-20 02:00:00,2024-01-19 15:00:00,2024-01-19 15:00:00
EML02542,DLR003,CUS00568,CALL005377,danielle.robinson567@gmail.com,service@lakelandford.com,Recall Notice: Important Safety Information for Your 2019 BMW,opened,,2024-01-13 08:00:00,2024-01-13 08:00:00
EML02543,DLR001,CUS00354,,brittany.moore353@gmail.com,service@sunshinetoyota.com,Your 2022 BMW is Due for Service - Schedule Today,delivered,,2024-01-30 10:00:00,2024-01-30 10:00:00
EML02544,DLR003,CUS01482,CALL006236,stephanie.lopez1481@gmail.com,service@lakelandford.com,Service Reminder: 2020 Toyota Oil Change,opened,,2024-01-22 19:00:00,2024-01-22 19:00:00
EML02545,DLR001,CUS00278,,jessica.robinson277@gmail.com,service@sunshinetoyota.com,CSI Survey - Tell Us About Your Recent Visit to Sunshine Toyota,delivered,,2024-01-24 13:00:00,2024-01-24 13:00:00
EML02546,DLR005,CUS00540,,crystal.jones539@gmail.com,service@coastalbmw.com,Lease Maturity Notice - Your Options Await,delivered,2024-01-25 16:00:00,2024-01-25 13:00:00,2024-01-25 13:00:00
EML02547,DLR003,CUS00276,,jennifer.white275@gmail.com,service@lakelandford.com,Service Reminder: 2021 Chevrolet Fuel System Service,bounced,,2024-01-08 15:00:00,2024-01-08 15:00:00
EML02548,DLR004,CUS01091,CALL013390,carlos.davis1090@gmail.com,service@gulfcoastchevrolet.com,Your 2019 BMW is Due for Service - Schedule Today,delivered,,2024-01-12 17:00:00,2024-01-12 17:00:00
EML02549,DLR004,CUS01063,CALL001169,luis.anderson1062@gmail.com,service@gulfcoastchevrolet.com,Lease Maturity Notice - Your Options Await,delivered,,2024-01-23 09:00:00,2024-01-23 09:00:00
EML02550,DLR003,CUS00859,CALL011137,jason.johnson858@gmail.com,service@lakelandford.com,Your 2022 Ford is Due for Service - Schedule Today,delivered,,2024-01-09 15:00:00,2024-01-09 15:00:00
EML02551,DLR002,CUS01227,,mark.clark1226@gmail.com,service@bayareahonda.com,Service Reminder: 2021 Toyota Fuel System Service,delivered,2024-01-08 05:00:00,2024-01-07 14:00:00,2024-01-07 14:00:00
EML02552,DLR003,CUS00449,,steven.johnson448@gmail.com,service@lakelandford.com,Service Reminder: 2022 Toyota Transmission Service,opened,,2024-01-26 17:00:00,2024-01-26 17:00:00
EML02553,DLR004,CUS01418,,jessica.robinson1417@gmail.com,service@gulfcoastchevrolet.com,Exclusive Offer: Save on Your Next Service at Gulf Coast Chevrolet,delivered,,2024-01-14 18:00:00,2024-01-14 18:00:00
EML02554,DLR005,CUS01672,,lauren.lopez1671@gmail.com,service@coastalbmw.com,Service Reminder: 2019 Chevrolet Wiper Blade Replacement,delivered,,2024-01-23 16:00:00,2024-01-23 16:00:00
EML02555,DLR004,CUS00718,CALL007103,danielle.robinson717@gmail.com,service@gulfcoastchevrolet.com,CSI Survey - Tell Us About Your Recent Visit to Gulf Coast Chevrolet,delivered,,2024-01-21 08:00:00,2024-01-21 08:00:00
EML02556,DLR002,CUS00883,,luis.anderson882@gmail.com,service@bayareahonda.com,Your Service Appointment Confirmation - Bay Area Honda,delivered,,2024-01-19 09:00:00,2024-01-19 09:00:00
EML02557,DLR002,CUS00386,,amber.white385@gmail.com,service@bayareahonda.com,Thank You for Visiting Bay Area Honda,delivered,2024-01-04 08:00:00,2024-01-03 09:00:00,2024-01-03 09:00:00
EML02558,DLR003,CUS01134,,brittany.moore1133@gmail.com,service@lakelandford.com,Thank You for Visiting Lakeland Ford,opened,,2024-01-26 20:00:00,2024-01-26 20:00:00
EML02559,DLR003,CUS00551,CALL014164,carlos.davis550@gmail.com,service@lakelandford.com,Exclusive Offer: Save on Your Next Service at Lakeland Ford,delivered,,2024-01-01 08:00:00,2024-01-01 08:00:00
EML02560,DLR002,CUS01095,,kevin.lee1094@gmail.com,service@bayareahonda.com,Lease Maturity Notice - Your Options Await,delivered,,2024-01-02 11:00:00,2024-01-02 11:00:00
EML02561,DLR003,CUS01901,CALL008892,carlos.davis1900@gmail.com,service@lakelandford.com,Exclusive Offer: Save on Your Next Service at Lakeland Ford,delivered,,2024-01-08 20:00:00,2024-01-08 20:00:00
EML02562,DLR002,CUS01152,,stephanie.lopez1151@gmail.com,service@bayareahonda.com,CSI Survey - Tell Us About Your Recent Visit to Bay Area Honda,opened,,2024-01-12 20:00:00,2024-01-12 20:00:00
EML02563,DLR003,CUS00695,CALL003026,robert.lee694@gmail.com,service@lakelandford.com,Recall Notice: Important Safety Information for Your 2019 BMW,opened,,2024-01-26 12:00:00,2024-01-26 12:00:00
EML02564,DLR002,CUS00346,,amanda.white345@gmail.com,service@bayareahonda.com,Your Service Appointment Confirmation - Bay Area Honda,opened,2024-01-21 11:00:00,2024-01-21 10:00:00,2024-01-21 10:00:00
EML02565,DLR002,CUS00739,CALL003919,jason.johnson738@gmail.com,service@bayareahonda.com,Exclusive Offer: Save on Your Next Service at Bay Area Honda,bounced,2024-01-09 09:00:00,2024-01-07 19:00:00,2024-01-07 19:00:00
EML02566,DLR001,CUS00288,CALL000560,rachel.robinson287@gmail.com,service@sunshinetoyota.com,Your 2019 Chevrolet is Due for Service - Schedule Today,delivered,,2024-01-15 08:00:00,2024-01-15 08:00:00
EML02567,DLR003,CUS00967,,michael.clark966@gmail.com,service@lakelandford.com,CSI Survey - Tell Us About Your Recent Visit to Lakeland Ford,delivered,2024-01-29 01:00:00,2024-01-27 13:00:00,2024-01-27 13:00:00
EML02568,DLR002,CUS00633,CALL014356,david.anderson632@gmail.com,service@bayareahonda.com,Exclusive Offer: Save on Your Next Service at Bay Area Honda,delivered,,2024-01-30 09:00:00,2024-01-30 09:00:00
EML02569,DLR005,CUS00335,,robert.lee334@gmail.com,service@coastalbmw.com,Your Service Appointment Confirmation - Coastal BMW,delivered,,2024-01-22 13:00:00,2024-01-22 13:00:00
EML02570,DLR004,CUS00304,,ashley.moore303@gmail.com,service@gulfcoastchevrolet.com,Thank You for Visiting Gulf Coast Chevrolet,opened,,2024-01-04 16:00:00,2024-01-04 16:00:00
EML02571,DLR003,CUS01729,CALL003101,jason.johnson1728@gmail.com,service@lakelandford.com,CSI Survey - Tell Us About Your Recent Visit to Lakeland Ford,opened,,2024-01-16 14:00:00,2024-01-16 14:00:00
EML02572,DLR003,CUS00993,,david.anderson992@gmail.com,service@lakelandford.com,Thank You for Visiting Lakeland Ford,opened,,2024-01-23 12:00:00,2024-01-23 12:00:00
EML02573,DLR001,CUS00684,,brittany.moore683@gmail.com,service@sunshinetoyota.com,CSI Survey - Tell Us About Your Recent Visit to Sunshine Toyota,opened,2024-01-13 07:00:00,2024-01-12 13:00:00,2024-01-12 13:00:00
EML02574,DLR005,CUS00589,CALL010997,jason.johnson588@gmail.com,service@coastalbmw.com,CSI Survey - Tell Us About Your Recent Visit to Coastal BMW,delivered,,2024-01-26 12:00:00,2024-01-26 12:00:00
EML02575,DLR001,CUS00466,,amanda.white465@gmail.com,service@sunshinetoyota.com,Thank You for Visiting Sunshine Toyota,opened,2024-01-17 15:00:00,2024-01-17 12:00:00,2024-01-17 12:00:00
EML02576,DLR001,CUS01504,,ashley.moore1503@gmail.com,service@sunshinetoyota.com,Your 2019 Honda is Due for Service - Schedule Today,opened,2024-01-14 08:00:00,2024-01-12 14:00:00,2024-01-12 14:00:00
EML02577,DLR001,CUS01956,,jennifer.white1955@gmail.com,service@sunshinetoyota.com,Recall Notice: Important Safety Information for Your 2022 Ford,bounced,2024-01-29 02:00:00,2024-01-28 11:00:00,2024-01-28 11:00:00
EML02578,DLR001,CUS00944,,nicole.moore943@gmail.com,service@sunshinetoyota.com,Exclusive Offer: Save on Your Next Service at Sunshine Toyota,delivered,2024-01-29 01:00:00,2024-01-28 13:00:00,2024-01-28 13:00:00
EML02579,DLR001,CUS01938,CALL001773,rachel.robinson1937@gmail.com,service@sunshinetoyota.com,Your 2022 Ford is Due for Service - Schedule Today,opened,,2024-01-12 13:00:00,2024-01-12 13:00:00
EML02580,DLR005,CUS00041,,carlos.davis40@gmail.com,service@coastalbmw.com,CSI Survey - Tell Us About Your Recent Visit to Coastal BMW,delivered,,2024-01-28 08:00:00,2024-01-28 08:00:00
EML02581,DLR001,CUS00956,CALL009958,amber.white955@gmail.com,service@sunshinetoyota.com,Exclusive Offer: Save on Your Next Service at Sunshine Toyota,opened,,2024-01-07 14:00:00,2024-01-07 14:00:00
EML02582,DLR003,CUS01650,,crystal.jones1649@gmail.com,service@lakelandford.com,Thank You for Visiting Lakeland Ford,opened,2024-01-04 03:00:00,2024-01-02 14:00:00,2024-01-02 14:00:00
EML02583,DLR005,CUS01788,,rachel.robinson1787@gmail.com,service@coastalbmw.com,Your 2022 Ford is Due for Service - Schedule Today,delivered,,2024-01-15 17:00:00,2024-01-15 17:00:00
EML02584,DLR005,CUS01769,CALL009337,steven.johnson1768@gmail.com,service@coastalbmw.com,Recall Notice: Important Safety Information for Your 2020 Honda,opened,,2024-01-22 20:00:00,2024-01-22 20:00:00
EML02585,DLR001,CUS01294,,ashley.moore1293@gmail.com,service@sunshinetoyota.com,CSI Survey - Tell Us About Your Recent Visit to Sunshine Toyota,unsubscribed,2024-01-09 15:00:00,2024-01-09 10:00:00,2024-01-09 10:00:00
EML02586,DLR002,CUS00290,,heather.jones289@gmail.com,service@bayareahonda.com,Service Reminder: 2020 BMW Oil Change,delivered,2024-01-22 09:00:00,2024-01-20 17:00:00,2024-01-20 17:00:00
EML02587,DLR001,CUS01531,CALL003697,james.davis1530@gmail.com,service@sunshinetoyota.com,Service Reminder: 2020 Ford Recall Repair,delivered,2024-01-15 01:00:00,2024-01-14 18:00:00,2024-01-14 18:00:00
EML02588,DLR003,CUS00736,CALL007505,amanda.white735@gmail.com,service@lakelandford.com,Exclusive Offer: Save on Your Next Service at Lakeland Ford,opened,,2024-01-15 12:00:00,2024-01-15 12:00:00
EML02589,DLR004,CUS01655,,robert.lee1654@gmail.com,service@gulfcoastchevrolet.com,CSI Survey - Tell Us About Your Recent Visit to Gulf Coast Chevrolet,delivered,,2024-01-05 11:00:00,2024-01-05 11:00:00
EML02590,DLR004,CUS00461,,carlos.davis460@gmail.com,service@gulfcoastchevrolet.com,Thank You for Visiting Gulf Coast Chevrolet,delivered,,2024-01-15 10:00:00,2024-01-15 10:00:00
EML02591,DLR003,CUS00056,CALL013165,amber.white55@gmail.com,service@lakelandford.com,Your Service Appointment Confirmation - Lakeland Ford,bounced,,2024-01-15 08:00:00,2024-01-15 08:00:00
EML02592,DLR002,CUS01084,,ashley.moore1083@gmail.com,service@bayareahonda.com,Your 2019 Ford is Due for Service - Schedule Today,bounced,,2024-01-15 10:00:00,2024-01-15 10:00:00
EML02593,DLR005,CUS00298,,danielle.robinson297@gmail.com,service@coastalbmw.com,Your Service Appointment Confirmation - Coastal BMW,opened,2024-01-10 09:00:00,2024-01-09 14:00:00,2024-01-09 14:00:00
EML02594,DLR005,CUS01426,,amanda.white1425@gmail.com,service@coastalbmw.com,Your Service Appointment Confirmation - Coastal BMW,opened,2024-01-04 09:00:00,2024-01-02 16:00:00,2024-01-02 16:00:00
EML02595,DLR004,CUS00589,,jason.johnson588@gmail.com,service@gulfcoastchevrolet.com,Lease Maturity Notice - Your Options Await,delivered,,2024-01-08 08:00:00,2024-01-08 08:00:00
EML02596,DLR005,CUS01251,CALL010970,eric.davis1250@gmail.com,service@coastalbmw.com,Recall Notice: Important Safety Information for Your 2019 Toyota,bounced,,2024-01-09 11:00:00,2024-01-09 11:00:00
EML02597,DLR005,CUS00195,,kevin.lee194@gmail.com,service@coastalbmw.com,CSI Survey - Tell Us About Your Recent Visit to Coastal BMW,opened,,2024-01-01 13:00:00,2024-01-01 13:00:00
EML02598,DLR002,CUS01046,,amber.white1045@gmail.com,service@bayareahonda.com,CSI Survey - Tell Us About Your Recent Visit to Bay Area Honda,delivered,2024-01-26 00:00:00,2024-01-24 14:00:00,2024-01-24 14:00:00
EML02599,DLR002,CUS00860,CALL003823,heather.jones859@gmail.com,service@bayareahonda.com,Your Service Appointment Confirmation - Bay Area Honda,delivered,2024-01-29 19:00:00,2024-01-29 09:00:00,2024-01-29 09:00:00
EML02600,DLR003,CUS00616,CALL012381,amanda.white615@gmail.com,service@lakelandford.com,Your Service Appointment Confirmation - Lakeland Ford,delivered,,2024-01-30 16:00:00,2024-01-30 16:00:00
EML02601,DLR004,CUS00153,,david.anderson152@gmail.com,service@gulfcoastchevrolet.com,Exclusive Offer: Save on Your Next Service at Gulf Coast Chevrolet,opened,2024-01-02 14:00:00,2024-01-01 18:00:00,2024-01-01 18:00:00
EML02602,DLR005,CUS00938,,jessica.robinson937@gmail.com,service@coastalbmw.com,Exclusive Offer: Save on Your Next Service at Coastal BMW,opened,2024-01-01 12:00:00,2024-01-01 10:00:00,2024-01-01 10:00:00
EML02603,DLR003,CUS00808,,danielle.robinson807@gmail.com,service@lakelandford.com,CSI Survey - Tell Us About Your Recent Visit to Lakeland Ford,opened,,2024-01-20 10:00:00,2024-01-20 10:00:00
EML02604,DLR004,CUS01297,CALL002855,michael.clark1296@gmail.com,service@gulfcoastchevrolet.com,Service Reminder: 2019 Chevrolet Oil Change,delivered,2024-01-17 10:00:00,2024-01-15 10:00:00,2024-01-15 10:00:00
EML02605,DLR003,CUS00509,CALL005278,steven.johnson508@gmail.com,service@lakelandford.com,Exclusive Offer: Save on Your Next Service at Lakeland Ford,delivered,,2024-01-30 18:00:00,2024-01-30 18:00:00
